,Bairro,CEP,CNES,CNPJ,CPF,Complemento,Data Expedição,Dependência,Gestão,Logradouro,Município,Nome,Nome Empresarial,Número,Número Alvará,Orgão Expedidor,Personalidade,Sub Tipo Estabelecimento,Telefone,Tipo Estabelecimento,UF,_id
606db92c0eb912317d3465ec,JF TROPICAL,17515160,3819248,--,--,--,12/07/2005,INDIVIDUAL,MUNICIPAL,AV DAS ESMERALDAS,MARILIA - IBGE - 352900,CONSULTORIO DR HAROLDO C GUILLEN,HAROLDO CARNEIRO GUILLEN,1403,352900501-851-0000-177-1-,SMS,FÍSICA,--,14-34333273,CONSULTORIO ISOLADO,SP,606db92c0eb912317d3465ec
606db92d0eb912317d3465ed,CENTRO,17500060,3854825,--,--,--,19/05/2005,INDIVIDUAL,MUNICIPAL,RUA 24 DE DEZEMBRO,MARILIA - IBGE - 352900,CONSULTORIO DR HELDER RAFUL,HELDER RAFUL,557,352900501-851-000326-1-1,SMS,FÍSICA,--,14-34332600,CONSULTORIO ISOLADO,SP,606db92d0eb912317d3465ed
606db92e0eb912317d3465ee,MARIA IZABEL,17526380,7730136, 21510324000140,--,--,19/12/2014,INDIVIDUAL,MUNICIPAL,RUA TOMAZ GONZAGA,MARILIA - IBGE - 352900,CONSULTORIO DR HELIO AUGUSTO FERREIRA JORGE JUNIOR,CLINICA NUTRI PLAST LTDA ME,177,352900501-863-001878-1-0,SMS,JURÍDICA,--,--,CONSULTORIO ISOLADO,SP,606db92e0eb912317d3465ee
606db92f0eb912317d3465ef,SALGADO FILHO,17502020,3818918,--,--,--,10/01/2006,INDIVIDUAL,MUNICIPAL,RUA 7 DE SETEMBRO,MARILIA - IBGE - 352900,CONSULTORIO DR HELIO R P JUNIOR,HELIO DE REZENDE PAOLIELLO JUNIOR,1409,352900501-851-001460-0-5,SMS,FÍSICA,--,14-34333100,CONSULTORIO ISOLADO,SP,606db92f0eb912317d3465ef
606db9300eb912317d3465f0,CASCATA,17515900,5035384,--,--,--,18/05/2006,INDIVIDUAL,MUNICIPAL,AV VICENTE FERREIRA,MARILIA - IBGE - 352900,CONSULTORIO DR HERON FERNANDO GONZAGA,HERON FERNANDO DE SOUZA GONZAGA,770,352900501-851-001204-1-3,SMS,FÍSICA,--,--,CONSULTORIO ISOLADO,SP,606db9300eb912317d3465f0
606db9310eb912317d3465f1,SALGADO FILHO,17502000,3922138,--,--,--,08/06/2005,INDIVIDUAL,MUNICIPAL,AV RIO BRANCO,MARILIA - IBGE - 352900,CONSULTORIO DR HOUSABURO OHARA,HOUSABURO OHARA,1265,352900501-851-0000114-1-6,SMS,FÍSICA,--,14-34333352,CONSULTORIO ISOLADO,SP,606db9310eb912317d3465f1
606db9320eb912317d3465f2,JARDIM TANGARA,17516026,9490825,--,--,SALA 02,16/04/2018,INDIVIDUAL,MUNICIPAL,RUA BRAZ SAMPIERI,MARILIA - IBGE - 352900,CONSULTORIO DR JAMES AUGUSTO SOARES FERRO,JAMES AUGUSTO SOARES FERRO,30,35290050186300232114,SMS,FÍSICA,--,14-3433-6308,CONSULTORIO ISOLADO,SP,606db9320eb912317d3465f2
606db9330eb912317d3465f3,SEN SALGADO FILHO,17502000,5698839,--,--,--,17/01/2008,INDIVIDUAL,MUNICIPAL,AV RIO BRANCO,MARILIA - IBGE - 352900,CONSULTORIO DR JANE DOMINGUES OHARA,JANE DOMINGUES OHARA,1265,35290050186300056219,SMS,FÍSICA,--,--,CONSULTORIO ISOLADO,SP,606db9330eb912317d3465f3
606db9340eb912317d3465f4,JARDIM TANGARA,17516000,7514662,--,--,--,08/05/2014,INDIVIDUAL,MUNICIPAL,AVENIDA DAS ESMERALDAS,MARILIA - IBGE - 352900,CONSULTORIO DR JEFERSON SANTIAGO,JEFERSON SANTIAGO,233,35290050186300181714,SMS,FÍSICA,--,14 3413-7778,CONSULTORIO ISOLADO,SP,606db9340eb912317d3465f4
606db9350eb912317d3465f5,JD TANGARA,17516025,9004858,--,--,SALA 2,22/10/2015,INDIVIDUAL,MUNICIPAL,RUA BRAZ SAMPIERI,MARILIA - IBGE - 352900,CONSULTORIO DR JEFFERSON CRISTIANO JACINTO DOS SANTOS,JEFFERSON CRISTIANO JACINTO DOS SANTOS,30,352900501-865-000-534-1-4,SMS,FÍSICA,--,(14) 3433-6308,CONSULTORIO ISOLADO,SP,606db9350eb912317d3465f5
606db9360eb912317d3465f6,SAO MIGUEL,17506000,5407346,--,--,--,01/06/2007,INDIVIDUAL,MUNICIPAL,AV CASTRO ALVES,MARILIA - IBGE - 352900,CONSULTORIO DR JEZIEL NAZARI,JEZIEL NAZARI,815,352900501-863-000229-1-8,SMS,FÍSICA,--,14-34222526,CONSULTORIO ISOLADO,SP,606db9360eb912317d3465f6
606db9370eb912317d3465f7,PARQUE DAS ESMERALDA,17516000,7635885,--,--,--,07/05/2014,INDIVIDUAL,MUNICIPAL,AVENIDAS DAS ESMERALDAS,MARILIA - IBGE - 352900,CONSULTORIO DR JOAO EVARISTO PUZZI BONO,JOAO EVARISTO PUZZI BONO,2819,352900501-863-000987-1-0,SMS,FÍSICA,--,(14) 3433-3888,CONSULTORIO ISOLADO,SP,606db9370eb912317d3465f7
606db9380eb912317d3465f8,MARIA IZABEL,17515220,9260358,--,--,--,01/06/2017,INDIVIDUAL,MUNICIPAL,RUA 21 DE ABRIL,MARILIA - IBGE - 352900,CONSULTORIO DR JOAO PAULO GALLETTI PILON,JOAO PAULO GALLETTI PILON,143,352900501-863-002168,SMS,FÍSICA,--,14-34331186,CONSULTORIO ISOLADO,SP,606db9380eb912317d3465f8
606db9390eb912317d3465f9,JD ADOLPHO BIM,17511697,9260900,--,--,--,14/06/2017,INDIVIDUAL,MUNICIPAL,RUA JOSE MAZEGA,MARILIA - IBGE - 352900,CONSULTORIO DR JOAO VITOR LOPES,JOAO VITOR LOPES,71,352900501-863-002108-1-1,SMS,FÍSICA,--,14-996126350,CONSULTORIO ISOLADO,SP,606db9390eb912317d3465f9
606db93a0eb912317d3465fa,ALTO CAFEZAL,17526380,9004874,--,--,SALA 2,22/06/2016,INDIVIDUAL,MUNICIPAL,RUA CORONEL JOSE BRAZ,MARILIA - IBGE - 352900,CONSULTORIO DR JONATHAN HENRIQUE FLORENTINO SIQUEIRA,JONATHAN HENRIQUE FLORENTINO SIQUEIRA,1017,352900501-865-000557-1-9,SMS,FÍSICA,--,(14) 3304-1307,CONSULTORIO ISOLADO,SP,606db93a0eb912317d3465fa
606db93b0eb912317d3465fb,CASCATA,17509140,6885322,--,--,--,05/08/2011,INDIVIDUAL,MUNICIPAL,RUA GOIAS,MARILIA - IBGE - 352900,CONSULTORIO DR JORGE FIOD NETTO,JORGE FIOD NETTO,368,352900501-863-001423-1-0,SMS,FÍSICA,--,--,CONSULTORIO ISOLADO,SP,606db93b0eb912317d3465fb
606db93c0eb912317d3465fc,SEN SALGADO FILHO,17502170,3816508,--,--,--,19/07/2005,INDIVIDUAL,MUNICIPAL,RUA DRA CESAR MARTINS PIRAJA,MARILIA - IBGE - 352900,CONSULTORIO DR JOSE ANSELMO DORETTO,JOSE ANSELMO DORETTO,47,352900501-851-001196-1-0,SMS,FÍSICA,--,14-34337859,CONSULTORIO ISOLADO,SP,606db93c0eb912317d3465fc
606db93d0eb912317d3465fd,SALGADO FILHO,17502276,7899610,--,--,--,30/12/2015,INDIVIDUAL,MUNICIPAL,RUA AIMORES,MARILIA - IBGE - 352900,CONSULTORIO DR JOSE ANTONIO REBOUCAS DE CARVALHO NETO,JOSE ANTONIO REBOUCAS DE CARVALHO NETO,254,35290050186300195510,SMS,FÍSICA,--,(14) 3413- 5331,CONSULTORIO ISOLADO,SP,606db93d0eb912317d3465fd
606db93e0eb912317d3465fe,SALGADO FILHO,17502500,5171156,--,--,--,14/06/2006,INDIVIDUAL,MUNICIPAL,RUA GUANAS,MARILIA - IBGE - 352900,CONSULTORIO DR JOSE BELON FERNANDES NETO,JOSE BELON FERNANDES NETO,87,352900501-851-000789-1-3,SMS,FÍSICA,--,14-34333088,CONSULTORIO ISOLADO,SP,606db93e0eb912317d3465fe
606db93f0eb912317d3465ff,MARIA IZABEL,17515290,5169178,--,--,--,20/02/2006,INDIVIDUAL,MUNICIPAL,RUA BARTOLOMEU BUENO,MARILIA - IBGE - 352900,CONSULTORIO DR JOSE BITU MORENO,JOSE BITU MORENO,123,352900501-851-001163-1-9,SMS,FÍSICA,--,--,CONSULTORIO ISOLADO,SP,606db93f0eb912317d3465ff
606db9400eb912317d346600,BARBOSA,17501441,7227973,--,--,A,13/12/2012,INDIVIDUAL,MUNICIPAL,AV SAMPAIO VIDAL,MARILIA - IBGE - 352900,CONSULTORIO DR JOSE CARLOS DAL ACQUA DA SILVA,JOSE CARLOS DAL ACQUA DA SILVA,10,352900501-863-001669-1-0,SMS,FÍSICA,--,14-34333822,CONSULTORIO ISOLADO,SP,606db9400eb912317d346600
606db9410eb912317d346601,CENTRO,17500090,5169240,--,--,--,07/11/2006,INDIVIDUAL,MUNICIPAL,AV RIO BRANCO,MARILIA - IBGE - 352900,CONSULTORIO DR JOSE CARLOS NARDI,JOSE CARLOS NARDI,86,352900501-851-00170305,SMS,FÍSICA,--,14-34226927,CONSULTORIO ISOLADO,SP,606db9410eb912317d346601
606db9420eb912317d346602,CASCATA,17515010,6030181,--,--,--,13/10/2008,INDIVIDUAL,MUNICIPAL,AV RIO CLARO,MARILIA - IBGE - 352900,CONSULTORIO DR JOSE EDUARDO C JERONYMO,JOSE EDUARDO CHIECO JERONYMO,33,352900501-863-001127-1-2,SMS,FÍSICA,--,--,CONSULTORIO ISOLADO,SP,606db9420eb912317d346602
606db9430eb912317d346603,BANZATO,17515160,5143322,--,--,--,09/05/2006,INDIVIDUAL,MUNICIPAL,RUA AMAZONAS,MARILIA - IBGE - 352900,CONSULTORIO DR JOSE ENRIQUE IMACA TERRAZAS,JOSE ENRIQUE IMACA TERRAZAS,728,352900501-851-0004051-7,SMS,FÍSICA,--,14-34333939,CONSULTORIO ISOLADO,SP,606db9430eb912317d346603
606db9440eb912317d346604,ALTO CAFEZAL,17502010,7859090,--,--,--,10/11/2015,INDIVIDUAL,MUNICIPAL,RUA CORONEL JOSE BRAS,MARILIA - IBGE - 352900,CONSULTORIO DR JOSE MARCONDES DA SILVEIRA JUNIOR,JOSE MARCONDES DA SILVEIRA JUNIOR,975,352900501-863-001743-1-9,SMS,FÍSICA,--,--,CONSULTORIO ISOLADO,SP,606db9440eb912317d346604
606db9450eb912317d346605,CASCATA,17515100,6366112,--,--,SALA 1,16/09/2009,INDIVIDUAL,MUNICIPAL,RUA SERGIPE,MARILIA - IBGE - 352900,CONSULTORIO DR JOSEPH YVON JOLICOEUR,JOSEPH YVON JOLICOEUR,668,352900501-865-000055-1-7,SMS,FÍSICA,--,14-34221453,CONSULTORIO ISOLADO,SP,606db9450eb912317d346605
606db9460eb912317d346606,ALTO CAFEZAL,17502000,7942214,--,--,SALA 51,02/03/2016,INDIVIDUAL,MUNICIPAL,AVENIDA RIO BRANCO,MARILIA - IBGE - 352900,CONSULTORIO DR KLYLL MORAIS CARNEIRO,KLYLL MORAIS CARNEIRO,936,352900501-863-001979-1-2,SMS,FÍSICA,--,(14) 3221-5671,CONSULTORIO ISOLADO,SP,606db9460eb912317d346606
606db9470eb912317d346607,MARIA IZABEL,17515320,3816532,--,--,--,11/03/2017,INDIVIDUAL,MUNICIPAL,RUA LUIS PEREIRA BARRETO,MARILIA - IBGE - 352900,CONSULTORIO DR LAIS RAINEIRI,LAIS MACHADO TAPIAS RAINEIRI,95,35290050186300071811,SMS,FÍSICA,--,14-34334907,CONSULTORIO ISOLADO,SP,606db9470eb912317d346607
606db9480eb912317d346608,CASCATA,17515170,6754414,--,--,--,22/03/2011,INDIVIDUAL,MUNICIPAL,AV SAO PAULO,MARILIA - IBGE - 352900,CONSULTORIO DR LARA DOUMEN ZIMMER,LARA DOUMEN ZIMMER,292,352900501-865-000-287-2-1,SMS,FÍSICA,--,14-97219930,CONSULTORIO ISOLADO,SP,606db9480eb912317d346608
606db9490eb912317d346609,JD TANGARA,17516000,5035406,--,--,--,24/07/2006,INDIVIDUAL,MUNICIPAL,AV DAS ESMERALDAS,MARILIA - IBGE - 352900,CONSULTORIO DR LEANDRO RODRIGUES DA SILVA,LEANDRO RODRIGUES DA SILVA,233,352900501-851-001642-0-8,SMS,FÍSICA,--,14-34333023,CONSULTORIO ISOLADO,SP,606db9490eb912317d346609
606db9490eb912317d34660a,SALGADO FILHO,17502000,9260382,--,--,SALA 05,01/06/2017,INDIVIDUAL,MUNICIPAL,AVENIDA RIO BRANCO,MARILIA - IBGE - 352900,CONSULTORIO DR LELIO CARLI BATISTA,LELIO CARLI BATISTA,1374,352900501-863-002184-0-5,SMS,FÍSICA,--,(14) 3422-1613,CONSULTORIO ISOLADO,SP,606db9490eb912317d34660a
606db94a0eb912317d34660b,JARDIM TANGARA,17516026,7717075,--,--,SALA 03,09/04/2015,INDIVIDUAL,MUNICIPAL,RUA BRAZ SAMPIERI,MARILIA - IBGE - 352900,CONSULTORIO DR LELIO MESQUITA BATISTA,LELIO MESQUITA BATISTA,30,35290050186300189910,SMS,FÍSICA,--,--,CONSULTORIO ISOLADO,SP,606db94a0eb912317d34660b
606db94c0eb912317d34660c,ALTO CAFEZAL,17506120,6640133,--,--,--,17/08/2010,INDIVIDUAL,MUNICIPAL,RUA TAQUATINGA,MARILIA - IBGE - 352900,CONSULTORIO DR LEONARDO HADDAD DA COSTA BARROS,LEONARDO HADDAD DA COSTA BARROS,201,352900501-865-0002721,SMS,FÍSICA,--,14-34532121,CONSULTORIO ISOLADO,SP,606db94c0eb912317d34660c
606db94c0eb912317d34660d,BARBOSA,17501110,6844634,--,--,--,14/03/2011,INDIVIDUAL,MUNICIPAL,RUA MARECHAL DEODORO,MARILIA - IBGE - 352900,CONSULTORIO DR LOURIVAL PESTANA,LOURIVAL PESTANA,413,352900501-8630001660-1-0,SMS,FÍSICA,--,34547815,CONSULTORIO ISOLADO,SP,606db94c0eb912317d34660d
606db94d0eb912317d34660e,TANGARA,17516000,9782583,--,--,BLOCO NY SALA 217,07/03/2019,INDIVIDUAL,MUNICIPAL,AVENIDA ESMERALDA,MARILIA - IBGE - 352900,CONSULTORIO DR LUCIANO COELHO DUARTE,LUCIANO COELHO DUARTE,3895,35290050186300245712,SMS,FÍSICA,--,--,CONSULTORIO ISOLADO,SP,606db94d0eb912317d34660e
606db94e0eb912317d34660f,BARBOSA,17501190,5246776,--,--,--,06/06/2006,INDIVIDUAL,MUNICIPAL,AVENIDA FEIJO,MARILIA - IBGE - 352900,CONSULTORIO DR LUCIANO JUNQUEIRA MELLEN,LUCIANO JUNQUEIRA MELLEN,147,352900501-851-000250-1-3,SMS,FÍSICA,--,014-34137303,CONSULTORIO ISOLADO,SP,606db94e0eb912317d34660f
606db94f0eb912317d346610,CENTRO,17501550,6670687,--,--,--,18/07/2005,INDIVIDUAL,MUNICIPAL,RUA PRESIDENTE VARGAS,MARILIA - IBGE - 352900,CONSULTORIO DR LUCIANO RICARDO MUNARI,LUCIANO RICARDO MUNARI,562,352900-501-863-000294-1-6,SMS,FÍSICA,--,14-34133368,CONSULTORIO ISOLADO,SP,606db94f0eb912317d346610
606db9500eb912317d346611,SALGADO FILHO,17502020,5143195,--,--,--,17/06/2005,INDIVIDUAL,MUNICIPAL,RUA 07 DE SETEMBRO,MARILIA - IBGE - 352900,CONSULTORIO DR LUIS AUGUSTO RINO GUIMARAES,LUIS AUGUSTO RINO GUIMARAES,580,35290000501-851-001178-1-,SMS,FÍSICA,--,14-330550,CONSULTORIO ISOLADO,SP,606db9500eb912317d346611
606db9510eb912317d346612,BASSAN,17506040,5987660,--,--,--,01/08/2008,INDIVIDUAL,MUNICIPAL,AVENIDA SANTO ANTONIO,MARILIA - IBGE - 352900,CONSULTORIO DR LUIS ROBERTO BULZICO BRAUS,LUIS ROBERTO BULZICO BRAUS,2090,352900501-863-000692-1-3,SMS,FÍSICA,--,14-34134356,CONSULTORIO ISOLADO,SP,606db9510eb912317d346612
606db9520eb912317d346613,TANGARA,17516000,5143217,--,--,--,24/10/2006,INDIVIDUAL,MUNICIPAL,AVENIDA ESMERALDAS,MARILIA - IBGE - 352900,CONSULTORIO DR LUIZ ANTONIO ATHAYDE CARDOSO,LUIZ ANTONIO ATHAYDE CARDOSO,233,352900501-851-001689-0-4,SMS,FÍSICA,--,14-34547542,CONSULTORIO ISOLADO,SP,606db9520eb912317d346613
606db9530eb912317d346614,SALGADO FILHO,17502170,5500591, 09246855000171,--,--,26/07/2017,INDIVIDUAL,MUNICIPAL,RUA DR CEZAR MARTINS PIRAJA,MARILIA - IBGE - 352900,CONSULTORIO DR LUIZ DOMINGOS MENDES MELGES,CIN CENTRO DE INVESTIGACAO NEUROLOGICA LTDA ME,50,352900501-863-001024-1-5,SMS,JURÍDICA,--,14-34135140,CONSULTORIO ISOLADO,SP,606db9530eb912317d346614
606db9540eb912317d346615,SALGADO FILHO,17502276,5320259,--,--,--,11/05/1998,INDIVIDUAL,MUNICIPAL,R AIMORES,MARILIA - IBGE - 352900,CONSULTORIO DR LUIZ EDUARDO GALVANI,LUIZ EDUARDO GALVANI,254,352900501-851-001351-1-9,SMS,FÍSICA,--,14-34135331,CONSULTORIO ISOLADO,SP,606db9540eb912317d346615
606db9550eb912317d346616,CENTRO,17500090,9532978,--,--,--,02/06/2018,INDIVIDUAL,MUNICIPAL,AV RIO BRANCO,MARILIA - IBGE - 352900,CONSULTORIO DR LUIZ HENRIQUE SOARES SANTOS STEFANO,LUIZ HENRIQUE SOARES SANTOS STEFANO,185,352900501-863-002011-1-1,SMS,FÍSICA,--,14-34224545,CONSULTORIO ISOLADO,SP,606db9550eb912317d346616
606db9560eb912317d346617,SALGADO FILHO,17502000,5233593,--,--,--,14/06/2006,INDIVIDUAL,MUNICIPAL,AV RIO BRANCO,MARILIA - IBGE - 352900,CONSULTORIO DR LUIZ ROBERTO MONTOLAR VERDERESE,LUIZ ROBERTO MONTOLAR VERDERESE,620,352900501-851-00715118,SMS,FÍSICA,--,14-34223973,CONSULTORIO ISOLADO,SP,606db9560eb912317d346617
606db9570eb912317d346618,CENTRO,17502020,3818888,--,--,--,13/01/2012,INDIVIDUAL,MUNICIPAL,RUA SETE DE SETEMBRO,MARILIA - IBGE - 352900,CONSULTORIO DR LUIZ SERGIO M FILHO,LUIZ SERGIO MARANGAO FILHO,1160,352900501-863-001488-1-4,SMS,FÍSICA,--,14-34131782,CONSULTORIO ISOLADO,SP,606db9570eb912317d346618
606db9580eb912317d346619,SAO MIGUEL,17506020,5856299,--,--,--,28/06/2000,INDIVIDUAL,MUNICIPAL,RUA XV DE NOVEMBRO,MARILIA - IBGE - 352900,CONSULTORIO DR MANOEL GARIBALDI DE CASTRO,MANOEL GARIBALDI DE CASTRO,2647,352900501-851-000958-1-8,SMS,FÍSICA,--,14-34224912,CONSULTORIO ISOLADO,SP,606db9580eb912317d346619
606db9590eb912317d34661a,CASCATA,17515000,7137850,--,--,SALA 11,09/11/2012,INDIVIDUAL,MUNICIPAL,AV VICENTE FERREIRA,MARILIA - IBGE - 352900,CONSULTORIO DR MARCELO LUIS SANTILI,MARCELO LUIS SANTILI,745,35290050186300166812,SMS,FÍSICA,--,(14) 3433-7313,CONSULTORIO ISOLADO,SP,606db9590eb912317d34661a
606db95a0eb912317d34661b,SOMENZARI,17506040,5634490,--,--,--,01/07/2013,INDIVIDUAL,MUNICIPAL,AV SANTO ANTONIO,MARILIA - IBGE - 352900,CONSULTORIO DR MARCO ANTONIO EUGENIO BICALHO,MARCO ANTONIO EUGENIO BICALHO,1933,352900501-863-000699-1-7,SMS,FÍSICA,--,14-34338006,CONSULTORIO ISOLADO,SP,606db95a0eb912317d34661b
606db95b0eb912317d34661c,SALGADO FILHO,17502000,6057330,--,--,11 ANDAR SALA 111,21/10/2008,INDIVIDUAL,MUNICIPAL,AV RIO BRANCO,MARILIA - IBGE - 352900,CONSULTORIO DR MARCO ANTONIO MAZZETTO,MARCO ANTONIO MAZZETTO,1132,352900501-863-001128-1-0,SMS,FÍSICA,--,--,CONSULTORIO ISOLADO,SP,606db95b0eb912317d34661c
606db95c0eb912317d34661d,CENTRO,17500020,7801246, 13526432000182,--,A,10/08/2015,INDIVIDUAL,MUNICIPAL,AV SAMPAIO VIDAL,MARILIA - IBGE - 352900,CONSULTORIO DR MARCOS ALBERTO PAGANI JUNIOR,M A PAGANI JUNIOR CIA LTDA,425,352900508186300192805,SMS,JURÍDICA,--,14-991332383,CONSULTORIO ISOLADO,SP,606db95c0eb912317d34661d
606db95d0eb912317d34661e,JD MARIA IZABEL,17515220,7139551,--,--,SALA D,29/10/2012,INDIVIDUAL,MUNICIPAL,RUA 21 DE ABRIL,MARILIA - IBGE - 352900,CONSULTORIO DR MARCOS GRADIM TIVERON,MARCOS GRADIM TIVERON,39,35290050186300166715,SMS,FÍSICA,--,(14) 3413-3548,CONSULTORIO ISOLADO,SP,606db95d0eb912317d34661e
606db95e0eb912317d34661f,JD TANGARA,17500002,7339917,--,--,--,06/08/2013,INDIVIDUAL,MUNICIPAL,RUA BRAZ SAMPIERI,MARILIA - IBGE - 352900,CONSULTORIO DR MARCOS HENRIQUE FERREIRA LARAYA,MARCOS HENRIQUE FERREIRA LARAYA,30,352900501863005174815,SMS,FÍSICA,--,14-34221619,CONSULTORIO ISOLADO,SP,606db95e0eb912317d34661f
606db95f0eb912317d346620,TANGARA,17516000,9211675,--,--,--,14/05/2019,INDIVIDUAL,MUNICIPAL,AVENIDA DAS ESMERALDAS,MARILIA - IBGE - 352900,CONSULTORIO DR MARCOS RENATO DE ASSIS,MARCOS RENATO DE ASSIS,821,352900501-863-002170-1-8,SMS,FÍSICA,--,(14) 98125-9871,CONSULTORIO ISOLADO,SP,606db95f0eb912317d346620
606db9600eb912317d346621,CASCATA,17509130,9139702,--,--,SALA 06,04/10/2016,INDIVIDUAL,MUNICIPAL,RIO GRANDE DO SUL,MARILIA - IBGE - 352900,CONSULTORIO DR MARCOS VINICIUS WOELKE DE OLIVEIRA,MARCOS VINICIUS WOELKE DE OLIVEIRA,301,352900501-865-000601-1-9,SMS,FÍSICA,--,(14) 996157770,CONSULTORIO ISOLADO,SP,606db9600eb912317d346621
606db9610eb912317d346622,SALGADO FILHO,17502080,3816753,--,--,--,01/07/2005,INDIVIDUAL,MUNICIPAL,RUA CARAJAS,MARILIA - IBGE - 352900,CONSULTORIO DR MARIO PUTINATI JUNIOR,MARIO PUTINATI JUNIOR,20,352900801-851-001210-1-0,SMS,FÍSICA,--,14-34330711,CONSULTORIO ISOLADO,SP,606db9610eb912317d346622
606db9620eb912317d346623,CASCATA,17519510,6964249,--,--,--,05/03/2012,INDIVIDUAL,MUNICIPAL,AV VICENTE FERREIRA,MARILIA - IBGE - 352900,CONSULTORIO DR MATHEUS RIBAS TRINDADE,MATHEUS RIBAS TRINDADE,1245,352900501-863-001522-1-8,SMS,FÍSICA,--,14 - 34337377,CONSULTORIO ISOLADO,SP,606db9620eb912317d346623
606db9630eb912317d346624,CENTRO,17501000,5011981, 34389523000193,--,--,21/11/2017,INDIVIDUAL,MUNICIPAL,AV CARLOS GOMES,MARILIA - IBGE - 352900,CONSULTORIO DR MERRY NICOLAS RAMOS,MERRY NICOLAS MARTINEZ RAMOS CONSULTORIO MEDICO,457,352900050186300226718,SMS,JURÍDICA,--,14-34221746,CONSULTORIO ISOLADO,SP,606db9630eb912317d346624
606db9640eb912317d346625,JD TANGARA,17516000,9260625,--,--,--,26/05/2017,INDIVIDUAL,MUNICIPAL,AV DAS ESMERALDAS,MARILIA - IBGE - 352900,CONSULTORIO DR MILTON KANENORI NAKANO,MILTON KANENORI NAKANO,233,35290050186300016314,SMS,FÍSICA,--,14-997566239,CONSULTORIO ISOLADO,SP,606db9640eb912317d346625
606db9650eb912317d346626,BARBOSA,17501090,3816761,--,--,--,30/05/2005,INDIVIDUAL,MUNICIPAL,RUA BANDEIRANTES,MARILIA - IBGE - 352900,CONSULTORIO DR NEWTON JICEI OISHI,NEWTON JICEI OISHI,297,352900501-851-000657-1-4,SMS,FÍSICA,--,14-34330538,CONSULTORIO ISOLADO,SP,606db9650eb912317d346626
606db9660eb912317d346627,MARIA ISABEL,17515300,9308334,--,--,--,14/03/2018,INDIVIDUAL,MUNICIPAL,AVN CASCATA,MARILIA - IBGE - 352900,CONSULTORIO DR NILSON MASSAHIRO NISHIZAWA,NILSON MASSAHIRO NISHIZAWA,111,352900501-863-002220-1-1,SMS,FÍSICA,--,1432218996,CONSULTORIO ISOLADO,SP,606db9660eb912317d346627
606db9670eb912317d346628,BARBOSA,17501100,5233658,--,--,--,23/11/2006,INDIVIDUAL,MUNICIPAL,ALVARES CABRAL,MARILIA - IBGE - 352900,CONSULTORIO DR NILTON CAZUO OKAGAWA,NILTON CAZUO OKAGAWA,191,352900501-251-001706-1-5,SMS,FÍSICA,--,14-34332143,CONSULTORIO ISOLADO,SP,606db9670eb912317d346628
606db9680eb912317d346629,SALGADO FILHO,17502000,5987652,--,--,1 ANDAR SALA 11,13/06/2007,INDIVIDUAL,MUNICIPAL,AV RIO BRANCO,MARILIA - IBGE - 352900,CONSULTORIO DR NIVALDO MARCELINO BRADO,NIVALDO MARCELINO BRADO,936,352900501-851-000962-1-0,SMS,FÍSICA,--,34334214,CONSULTORIO ISOLADO,SP,606db9680eb912317d346629
606db9690eb912317d34662a,SALGADO FILHO,17501000,5233607,--,--,--,14/06/2006,INDIVIDUAL,MUNICIPAL,AV RIO BRANCO,MARILIA - IBGE - 352900,CONSULTORIO DR OSCAR PEREIRA,OSCAR PEREIRA,620,352900501-851-00114316,SMS,FÍSICA,--,14-34331151,CONSULTORIO ISOLADO,SP,606db9690eb912317d34662a
606db96a0eb912317d34662b,CASCATA,17509140,5143209,--,--,--,30/10/2006,INDIVIDUAL,MUNICIPAL,RUA GOIAS,MARILIA - IBGE - 352900,CONSULTORIO DR PASCOAL TOMAZELA JUNIOR,PASCOAL TOMAZELA JUNIOR,315,352900501-851-001273-1-0,SMS,FÍSICA,--,14-34334418,CONSULTORIO ISOLADO,SP,606db96a0eb912317d34662b
606db96b0eb912317d34662c,CENTRO,17500012,6603653,--,--,--,01/08/2010,INDIVIDUAL,MUNICIPAL,RUA 04 DE ABRIL,MARILIA - IBGE - 352900,CONSULTORIO DR PAULO AKURI,PAULO AKURI,903,352900501-863-000781-1-5,SMS,FÍSICA,--,14-34225784,CONSULTORIO ISOLADO,SP,606db96b0eb912317d34662c
606db96c0eb912317d34662d,CENTRO,17501150,5169232,--,--,--,07/11/2006,INDIVIDUAL,MUNICIPAL,AV RIO BRANCO,MARILIA - IBGE - 352900,CONSULTORIO DR PAULO ALBERTO DE ANDRADE GELAS,PAULO ALBERTO DE ANDRADE GELAS,86,352900501-851-001704-0-2,SMS,FÍSICA,--,14-34333054,CONSULTORIO ISOLADO,SP,606db96c0eb912317d34662d
606db96d0eb912317d34662e,CENTRO,17501181,6366058,--,--,A,30/08/2017,INDIVIDUAL,MUNICIPAL,AV SAMPAIO VIDAL,MARILIA - IBGE - 352900,CONSULTORIO DR PAULO CESAR GRIPPA,PAULO CESAR GRIPPA,425,352900501-863-000454-1-1,SMS,FÍSICA,--,14-33169737,CONSULTORIO ISOLADO,SP,606db96d0eb912317d34662e
